evidence_id,claim,value,unit,tier,source_name,url,publication_date,effective_date,access_date,confidence,status,ttl,snapshot_path,collecting_agent,supersedes,conflict_id,notes
EV-2026-08-09-228,Dagitim yetki belgesi basvurusunun Kurum tarafindan kac gun icinde sonuclandirilacagina dair bir SURE mevzuatta bulunamadi; Madde 12 yalnizca basvuru dosyasinin 'yerinde ve/veya kayitlar uzerinde incelenerek' degerlendirilecegini soyler.,null,gun,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2015-12-31,2026-08-09,HIGH,UNKNOWN,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,Kritik yol uzerindeki en buyuk takvim belirsizligi. Ticaret Yonetmeligi Gecici Madde 2 (2003 gecis rejimi) dosya incelemesi icin 4 ay ongormustu; bu hukum bugun icin baglayici degildir. -> T-202.
EV-2026-08-09-229,"Alkollu icki ithalatcisindan TADAB tarafindan istenen bir TEMINAT (nakit veya banka teminat mektubu) hukmu, incelenen mevzuat metinlerinde (Ticaret Yonetmeligi, Satis ve Sunum Yonetmeligi, UIS Tebligi, 4250 ve 4733 s. Kanunlar) BULUNAMADI.",null,TRY,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2023-02-02,2026-08-09,MEDIUM,UNKNOWN,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,"Negatif bulgu: metinlerde teminat gecmiyor. Ancak gumruk/antrepo rejimi kaynakli teminat (antrepo teminati, OTV/KDV teminati) BU AJANIN ALANI DISINDADIR ve gumruk-vergi + navlun-lojistik ajanlarinca ayrica arastirilmalidir. 'Teminat yoktur' seklinde FACT yazilmadi."
EV-2026-08-09-230,Ithal siselenmis sarap icin partiye/sevkiyata bagli ZORUNLU akredite laboratuvar analizi ve bunun birim maliyeti dogrulanamadi. Bitkisel gida ithalatinin resmi kontrollerinde fiziksel kontrol kapsaminda numune alma ve laboratuvar analizi risk esasli olarak yapilmaktadir.,null,TRY/parti,T3,Tarim ve Orman Bakanligi - Bitkisel Gida ve Yem Ithalatinin Resmi Kontrollerine Dair Yonetmelik (RG 17/12/2011-28145) ve uygulama talimatlari (ikincil kaynak uzerinden),https://www.tarimorman.gov.tr/Konu/2176/bitkisel_gida_ve_yem_ile_gida_ile_temas_eden_madde_ve_malzeme_ithalat_islemleri,2011-12-17,2011-12-17,2026-08-09,LOW,UNKNOWN,90d,-,mevzuat-ruhsat-uzmani,-,-,"Ticaret Yonetmeligi Madde 7'deki analiz/kalite onayi hukmu Madde 6(c) dokme alkol icin ongorulmustur; siselenmis alkollu ickide bildirim rejimi dosya uzerindendir. Ithalat asamasinda analizin sikligi (her parti mi, risk esasli mi) ve maliyeti UNKNOWN -> T-206."
EV-2026-08-09-231,"Tutun, Tutun Mamulleri, Alkol ve Alkollu Ickilerin Ithalat Denetimi Tebligi (Urun Guvenligi ve Denetimi: 2026/19) uyarinca Ek-2'de yer alan alkollu ickilerin ithalatinda ithalatcinin TADAB'a alkollu icki bildirimi yapmasi gerekir; teblig metni birincil kaynaktan dogrulanamadi.",RG 31/12/2025-33124 (4. mukerrer) - dogrulanamadi,-,T5,Ikincil kaynaklar (gumruk musavirligi/mevzuat portallari) - resmigazete.gov.tr ve mevzuat.gov.tr bu oturumda TLS/503 nedeniyle erisilemedi,https://www.lexpera.com.tr/resmi-gazete/metin/tutun-tutun-mamulleri-alkol-ve-alkollu-ickilerin-ithalat-denetimi-tebligi-urun-guvenligi-ve-denetimi-12,2025-12-31,2026-01-01,2026-08-09,LOW,UNKNOWN,90d,-,mevzuat-ruhsat-uzmani,-,-,Ayni yukumluluk zaten T1 duzeyinde Ticaret Yonetmeligi Madde 5/2 ile sabittir (EV-2026-08-09-201); bu kart yalnizca gumruk asamasindaki denetim tebligi referansini isaretler. T5 tek basina FACT sayilmadi.
EV-2026-08-09-232,"Dagitim yetki belgesi bedeli, maktu asgari bedel ile faaliyet hacmi uzerinden hesaplanan bedelin buyugu olarak uygulandigi varsayimiyla, sarap ithalatcisi icin 2026'da 5.000-25.000 sise/yil senaryosunda 68.375 TL, 50.000-100.000 sise/yil senaryosunda 170.908 TL'dir.",68375 | 170908,TRY,T1,Resmi Gazete 30/12/2025-33123 | Teblig No 2025/39 (Tarim ve Orman Bakanligi),https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,MEDIUM,ESTIMATE,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,"Turetme zinciri: EV-206 (maktu 'en az' bedeller) + EV-207 (427,15 TL/bin litre). 5.000 sise=3.750 L; 25.000 sise=18.750 L (<=20.000 L esigi) -> hacim bedeli 1.602/8.009 TL, maktu asgari baglayici -> 68.375 TL. 50.000 sise=37.500 L; 100.000 sise=75.000 L (>20.000 L) -> hacim bedeli 16.018/32.036 TL, maktu asgari baglayici -> 170.908 TL. 'en az' ifadesinin max() olarak yorumu DOGRULANMAMISTIR -> T-202."
EV-2026-08-09-233,Sifirdan baslayan bir yatirimci icin T0'dan ilk konteynerin ithalat izinlerinin tamamlanmasina kadar gecen MEVZUAT kaynakli sure (tedarikci uretimi ve navlun HARIC) 120-270 takvim gunu araliginda tahmin edilmektedir.,120-270,gun,T1,Turetme: EV-2026-08-09-203/204/214/216 + ASSUMPTION sureler,https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2026-08-09,2026-08-09,2026-08-09,LOW,ESTIMATE,90d,-,mevzuat-ruhsat-uzmani,-,-,"Turetme zinciri ve adim adim dagilim icin bkz. 20-mevzuat/t0-takvimi.md. Kritik yolun en belirsiz halkasi dagitim yetki belgesi inceleme suresidir (EV-2026-08-09-228, UNKNOWN). Bu deger FACT DEGILDIR."
EV-2026-08-09-234,"2026 fiyatlariyla, chain retail'e dogrudan satis yapan bir sarap ithalatcisinin yalnizca TADAB/satis belgesi kalemlerinden olusan baslangic sabit maliyeti (tek depo, tek kategori) 150.839 TL (<=20.000 L/yil) veya 253.372 TL (>20.000 L/yil) civarindadir.",150839 | 253372,TRY,T1,Turetme: EV-2026-08-09-232 + EV-2026-08-09-211,https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,MEDIUM,ESTIMATE,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,"Turetme: dagitim yetki belgesi (68.375 veya 170.908) + toptan satis belgesi (82.464). DANISMANLIK, DEPO, ETIKET BASIMI, ANALIZ ve NOTER/TERCUME kalemleri HARICTIR (UNKNOWN). Bandrol ve hizmet bedeli DEGISKEN kalemdir, bu tutara dahil degildir."
EV-2026-08-09-235,"Bandrol ve TADAB hizmet bedelinden olusan, sise basina zorunlu ruhsat kaynakli degisken maliyet 2026'da 750 ml sise icin 2,52 TL/sise'dir (KDV haric).",2.52,TRY/sise,T1,Turetme: EV-2026-08-09-213 + EV-2026-08-09-209,https://ms.hmb.gov.tr/uploads/sites/7/2026/02/2026-Yili-Bandrol-Fiyat-Listesi03022026-85067e294f923911.pdf,2026-02-03,2026-01-01,2026-08-09,HIGH,ESTIMATE,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_darphane-bandrol-2026-fiyat.pdf,mevzuat-ruhsat-uzmani,-,-,"Turetme: bandrol 2.360,73/1000 = 2,36073 TL/sise + hizmet bedeli 211,60/1000 litre x 0,75 litre = 0,1587 TL/sise = 2,5194 TL/sise. Bandrolun antrepoda YAPISTIRILMA operasyon maliyeti bu tutara DAHIL DEGILDIR (navlun-lojistik-uzmani alani)."
EV-2026-08-09-301,"20DV (20ft standart dry) konteyner ic olculeri, dara ve azami payload",ic olcu 5.90 x 2.35 x 2.39 m; ic hacim ~33 m3; dara ~2.300 kg; azami payload ~28.200 kg,m / m3 / kg,T4,iContainers - 20-foot Container specs,https://www.icontainers.com/help/20-foot-container/,UNKNOWN,-,2026-08-09,MEDIUM,FACT,1y,-,navlun-lojistik-uzmani,-,-,Hesaplanan ic hacim 5.90*2.35*2.39 = 33.14 m3. Maersk resmi FAQ 20ft steel icin 33.2 m3 ve 28.300 kg payload veriyor (EV-...-302 ile capraz). Payload rakamlari kaynaklar arasi 26.000-28.300 kg araliginda degisiyor -> C-303.
EV-2026-08-09-302,Maersk resmi kargo agirlik limiti sayfasina gore konteyner azami payload ve ic hacim degerleri,"20ft steel: 28.300 kg / 33,2 m3 | 40ft steel: 28.870 kg / 67,7 m3 | 40ft High Cube steel: 28.690 kg / 76,4 m3",kg / m3,T3,Maersk - What is the weight limit for the cargo (Support FAQ),https://www.maersk.com/support/faqs/cargo-weight-limit,UNKNOWN,-,2026-08-09,HIGH,FACT,1y,-,navlun-lojistik-uzmani,-,-,Tasiyicinin kendi resmi spec sayfasi. Sayfada 'agirlik limitleri ulkeye gore degisebilir' uyarisi var -> Turkiye karayolu limiti icin EV-...-309 baglayici.
EV-2026-08-09-303,40HC konteyner ic olculeri (yaygin yayinlanan deger),"ic olcu ~12,03 x 2,35 x 2,69 m",m,T4,Hillebrand Gori FAQ - Containers (dis olcu) + sektor yayinlari,https://www.hillebrandgori.com/faq/containers,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,1y,-,navlun-lojistik-uzmani,-,-,"Hillebrand FAQ 40HC DIS olcuyu veriyor: 12,2 x 2,44 x 2,9 m. Ic olcu dogrudan T1-T3 kaynakla dogrulanamadi. Hesaplarda Maersk'in 76,4 m3 ic hacmi (EV-...-302) esas alinmistir; ic olcu yalnizca yukseklik/palet katman hesabinda gosterge olarak kullanildi."
EV-2026-08-09-304,750 ml sarap sisesinde bos cam agirligi araligi,genel aralik 300-900 g; durgun sarapta tipik 420-550 g; hafifletilmis cam ~300-420 g; kopuklu 800-900 g,g,T5,Vinovest / WineLoversPage / ExpertWineStorage derlemesi,https://www.vinovest.co/blog/how-much-does-a-bottle-of-wine-weigh,2026,-,2026-08-09,LOW,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,"T5 seviyesinde derleme. Tedarikcinin gercek cam agirligi RFQ ile alinmali -> T-302. Model icin band kullanilmali, tek nokta degil."
EV-2026-08-09-305,Dolu 750 ml sarap sisesinin brut agirligi (cam + sivi + kapak/kapsul/etiket),"1,16 - 1,32 kg (durgun sarap, hafif-standart cam); yayinlanan genel aralik 1,2 - 1,5 kg",kg,T5,"Turetme: 750 ml sarap ~0,743 kg + cam 400-550 g + kapak/etiket ~10-15 g",https://www.vinovest.co/blog/how-much-does-a-bottle-of-wine-weigh,2026,-,2026-08-09,MEDIUM,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,"Turetme zinciri: sarap yogunlugu ~0,99 g/ml -> 750 ml = 743 g. + cam (EV-...-304) + kapak. Cellwind palet spec'inden geri hesap (EV-...-307) 1,26 kg/sise paketli degeriyle tutarli."
EV-2026-08-09-306,12'li sarap kolisi brut agirligi ve bos karton agirligi,"12'li koli brut 13,6-18 kg (gunluk tuketim sarabi 13,6-15 kg); bos oluklu mukavva koli + bolme 0,55 kg",kg,T4,Mistral Associates / Cellwind - Wine cases pallet capacity; Vinovest,https://www.mistralassociates.com/help/awmain/wcp_us.html,UNKNOWN,-,2026-08-09,MEDIUM,FACT,180d,-,navlun-lojistik-uzmani,-,-,"Fiyat/performans segmenti hafif cam kullanir -> bandin alt ucu (13,6-15,5 kg) daha olasi. Tedarikci teyidi gerekli -> T-302."
EV-2026-08-09-307,"Palet basina sarap kolisi / sise adedi, brut agirlik ve yuklu palet yuksekligi (logistics spec sheet)","Std palet 1000x1200, 12'li koli, 4 katman: 60 koli / 720 sise / 927 kg brut / 1480 mm | 5 katman: 75 koli / 900 sise / 1154 kg / 1818 mm || Std palet, 6'li koli, 4 katman: 112 koli / 672 sise / 870 kg / 1480 mm | 5 katman: 140 koli / 840 sise / 1083 kg / 1818 mm || Euro palet 800x1200, 12'li, 4 katman: 48 koli / 576 sise / 751 kg / 1490 mm | 6'li, 4 katman: 100 koli / 600 sise / 780 kg / 1490 mm",adet / kg / mm,T4,Mistral Associates (Cellwind) - Wine cases pallet capacity,https://www.mistralassociates.com/help/awmain/wcp_us.html,UNKNOWN,-,2026-08-09,MEDIUM,FACT,180d,-,navlun-lojistik-uzmani,-,-,"Ic tutarlilik kontrolu: 12'li 4 katman 927 kg - palet ~20 kg = 907 kg / 60 koli = 15,1 kg/koli -> 1,258 kg/sise paketli. 6'li 870-20=850/112=7,59 kg/koli -> 1,265 kg/sise. Iki format tutarli. Kolinin gercek olcusu sise sekline gore degisir (Burgundy sise cok daha hacimli) -> T-302."
EV-2026-08-09-308,Yuklu paletin tavsiye edilen azami yuksekligi ve konteyner basina palet adetleri (icecek lojistigi uzmani),"Yuklu palet yuksekligi genel olarak 1,7 m'yi asmamali. Euro palet (1200x800): 20ft dry 11, 40ft dry 24, 20ft reefer 10, 40ft reefer 23. VMF blok palet (1200x1000): 20ft dry 10, 40ft dry 21, 20ft reefer 9, 40ft reefer 20",m / adet,T4,Hillebrand Gori - Optimising pallet types for safe and efficient transport,https://www.hillebrandgori.com/media/publication/pallet-types,2025-04-08,-,2026-08-09,MEDIUM,FACT,1y,-,navlun-lojistik-uzmani,-,C-301,Ayni firmanin baska makalesi (EV-...-309) 20ft icin 9 standart / 10 Euro palet diyor -> C-301 celiskisi.
EV-2026-08-09-309,Konteyner basina palet adedi - ikinci Hillebrand Gori kaynagi (C-301 celiskisinin diger tarafi),"20ft: 9 standart palet (1x1,2 m) veya 10 Euro palet (0,8x1,2 m); 40ft: 20 standart palet veya 23 Euro palet. Palet basina 56'ya kadar koli, sarap tipik 4 katman istiflenir",adet,T4,Hillebrand Gori - Freight Containers: How They're Used In the Wine Industry,https://www.hillebrandgori.com/media/publication/freight-containers-how-they're-used-in-the-wine-industry,2022-10-28,-,2026-08-09,MEDIUM,CONFLICT,1y,-,navlun-lojistik-uzmani,-,C-301,"2023'te guncellenmis. EV-...-308 ile celisiyor (20ft: 9-10 vs 10-11 palet). Kapasite hesaplarinda 9-11 palet BANDI kullanilmistir, tek sayi degil."
EV-2026-08-09-310,Turkiye karayolunda ISO konteyner tasiyan yari romorklu araclarda azami yuklu agirlik,Konteyner tasiyan yari romorklu araclarda (ISO Konteynerli 3-S2/3): 44 ton. Bes veya daha cok dingilli yari romorklu/romorklu katarlarda: 40 ton. Agirlik kontrolunde azami yuklu agirligin en cok %5'i kadar tarti toleransi taninir,ton,T2,Karayollari Genel Mudurlugu - Karayollari Trafik Yonetmeligi Madde 128 (Araclarin Olcu ve Agirliklari),https://www.kgm.gov.tr/SiteCollectionDocuments/KGMdocuments/Trafik/KanunYonetmelik/128MaddeDegisiklik.pdf,UNKNOWN,UNKNOWN,2026-08-09,HIGH,FACT,1y,webfetch PDF cikarimi (pdftotext) - 10-evidence/raw/snapshots/ktk-128.txt (ALINMADI),navlun-lojistik-uzmani,-,-,"KRITIK: konteynerin kendi payload'i (28,2-28,7 t) degil, Turkiye karayolu 44 t GVW limiti pratikte baglayici olabilir. Cekici+sasi darasi bu karta dahil DEGIL -> UNKNOWN, ASSUMPTION olarak modellendi. Yururluk tarihi belgede acik degil -> gumruk/mevzuat degil trafik yonetmeligi oldugu icin risk dusuk."
EV-2026-08-09-311,20DV konteynere paletsiz (floor loaded) yuklenebilen sarap kolisi/sise adedi - yayinlanmis iddia,20ft paletsiz: 2.200 adet 6'li karton = 13.200 sise. Paletli: 1.600 adet 6'li karton = 9.600 sise,adet,T5,Sunfect (cam sise ureticisi blogu) / sektor derlemesi,https://www.sunfect.net/glass-bottles-news/how-many-bottles-of-wine-in-a-20ft-container.html,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,T5. Kendi geometrik hesabimla (EV-...-320) capraz kontrol edildi: 11.800-13.700 sise bandi cikti; 13.200 bandin ust ucunda. 9.600 paletli rakami ise benim 6.480-7.200 hesabimla CELISIYOR (muhtemelen 5 katman + 40ft varsayimi). Tek basina kullanilamaz.
EV-2026-08-09-320,20DV konteyner 750 ml sarap kapasitesi - hacim kisitli vs agirlik kisitli (turetilmis),"PALETLI (std palet, 12'li koli, 4 katman): 6.480-7.200 sise / 8.343-9.270 kg | PALETSIZ (floor loaded): 11.800-13.700 sise / 14.900-17.300 kg | AGIRLIK KISITI: 20.400-22.400 sise. BAGLAYICI KISIT = HACIM",adet,T4,Turetme (bkz. 40-lojistik/konteyner-kapasitesi.md),OFFLINE,-,-,2026-08-09,MEDIUM,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,"Turetme zinciri: EV-301, EV-302, EV-305, EV-307, EV-308, EV-309, EV-310. Sise basi paketli agirlik 1,21-1,38 kg; sise basi paketli hacim 0,00223-0,00239 m3. 20DV ic hacim 33,14 m3, %85-92 kup kullanimi."
EV-2026-08-09-321,40HC konteyner 750 ml sarap kapasitesi - hacim kisitli vs agirlik kisitli (turetilmis),"PALETLI (std palet, 12'li koli, 4 katman): 14.400-15.120 sise / 18.540-19.467 kg | PALETLI 5 katman: 18.000-18.900 sise / 23.080-24.234 kg (karayolu limitine dayaniyor) | PALETSIZ hacim kapasitesi: 27.100-31.400 sise ANCAK AGIRLIK KISITI 19.100-21.500 sise. BAGLAYICI KISIT = AGIRLIK (Turkiye karayolu 44 t GVW)",adet,T4,Turetme (bkz. 40-lojistik/konteyner-kapasitesi.md),OFFLINE,-,-,2026-08-09,MEDIUM,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,"Turetme zinciri: EV-302, EV-303, EV-305, EV-307, EV-308, EV-309, EV-310. 40HC'de baglayici olan konteyner payload'i (28.690 kg) DEGIL, Turkiye karayolu 44 t GVW limitinden turetilen ~24,1-27,1 t kargo tavani. Cekici+sasi darasi 13-16 t ASSUMPTION -> T-304."
EV-2026-08-09-322,"Sarapta 2 x 20DV, 1 x 40HC'den daha fazla sise tasir (agirlik limiti konteyner basina degil ARAC basina uygulanir)",2 x 20DV paletsiz: 23.600-27.400 sise | 1 x 40HC paletsiz: 19.100-21.500 sise,adet,T4,"Turetme (EV-...-320, EV-...-321)",OFFLINE,-,-,2026-08-09,MEDIUM,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,"40HC'nin ic hacminin ~%30'u agirlik limiti nedeniyle kullanilamiyor. Sise basi navlun karsilastirmasi 40HC/20DV navlun oranina bagli; bu oran UNKNOWN -> RFQ gerekli (T-304). Konteyner basi SABIT masraflar (THC, ardiye, musavirlik ek konteyner ucreti, ic nakliye) az konteyner lehine calisir."
EV-2026-08-09-323,"LCL / FCL kirilma noktasi (750 ml sarap, sise adedi)",~5.000-7.000 sise (genis band: 1.600-9.900 sise),adet,T4,Turetme: LCL maliyet yapisi (EV-...-324) + FCL band (EV-...-333) + JSV Logistic 15 m3 kurali (EV-...-325),OFFLINE,-,-,2026-08-09,LOW,ESTIMATE,14d,-,navlun-lojistik-uzmani,-,-,"Sarap yogunlugu ~0,57 t/m3 -> LCL w/m hesabinda CBM baglayici (agirlik degil). 1 CBM ~ 449 sise. Kirilma noktasi FCL navlununa cok duyarli; FCL navlunu UNKNOWN oldugu icin band genis. 5.000 sise/yil senaryosunda tek sevkiyat ~11 m3 -> sinirda."
EV-2026-08-09-324,LCL maliyet yapisi bilesenleri (genel sektor seviyesi),Okyanus navlunu 40-180 USD/CBM; CFS/elleclleme mense 35-75 USD ve varis 45-95 USD (veya 15-40 USD/CBM her iki tarafta); varis liman/terminal/dekonsolidasyon 200-500 USD/sevkiyat; dokumantasyon 50-100 USD; minimum ucret 1 CBM,USD,T5,Suaid Global - LCL charges & fees / LCL cost per CBM,https://suaidglobal.com/insights/lcl-charges-fees-explained/,2026,-,2026-08-09,LOW,ESTIMATE,30d,-,navlun-lojistik-uzmani,-,-,"Rota bazli degil, genel band. Turkiye'ye ozgu LCL tarifesi UNKNOWN -> T-304. LCL'de cam icin ekstra elleclleme = kirilma riski artar (nicel veri UNKNOWN)."
EV-2026-08-09-325,Ispanya-Turkiye deniz tasimaciligi: transit sureler ve LCL/FCL esigi,Valencia -> Ambarli 7-10 gun; Valencia -> Mersin 5-8 gun; Valencia -> Izmir 6-9 gun; genel band 5-12 takvim gunu. LCL/FCL esigi: 15 m3'ten veya 10.000 kg'dan fazlasi FCL'i hakli kilar,gun / m3 / kg,T4,JSV Logistic - Spain-Turkey Maritime Transport: A Guide for Businesses,https://jsvlogistic.com/en/spain-turkey-maritime-transport-a-guide-for-businesses/,2026-05-19,-,2026-08-09,MEDIUM,FACT,180d,-,navlun-lojistik-uzmani,-,C-302,"Kullanilan limanlar: mense Valencia/Barcelona/Alicante/Algeciras; varis Ambarli/Mersin/Izmir. Sayfa NAVLUN RAKAMI VERMIYOR (bilincli olarak) - yalnizca sursarj yapisini sayiyor: BAF, PSS, PCS."
EV-2026-08-09-326,Maersk SLR Marmara Sea A servisi - Bati Akdeniz'den Ambarli'ya transit,Valencia -> Barcelona 3 gun; Barcelona -> Piraeus 5 gun; Piraeus -> Ambarli 2 gun (toplam ~10 gun),gun,T3,Maersk - SLR Marmara Sea A (Intra-Europe shipping routes),https://www.maersk.com/local-information/intra-europe-shipping-routes/slr-marmara-sea-a,UNKNOWN,-,2026-08-09,MEDIUM,FACT,180d,-,navlun-lojistik-uzmani,-,-,"Tasiyicinin kendi servis tarifesi. EV-...-325'i dogruluyor, C-302'nin 32-35 gun iddiasini zayiflatiyor."
EV-2026-08-09-327,Turkiye <-> Guney Afrika (Cape Town) konteyner transit suresi,"~26 gun 7 saat (Izmit'ten kalkis, 1-2 haftada bir, Maersk)",gun,T4,FluentCargo - Istanbul to Cape Town route,https://www.fluentcargo.com/routes/istanbul-tr/cape-town-za,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,TERS YON (Turkiye -> Cape Town). Guney Afrika -> Turkiye yonu icin dogrulanmadi; benzer olmasi beklenir ama teyit gerekli. Sefer sikligi 1-2 hafta -> dusuk frekans stok riski yaratir.
EV-2026-08-09-328,Sili (Valparaiso/San Antonio) -> Turkiye konteyner transit suresi ve navlunu,UNKNOWN,-,-,"Arama yapildi, kamuya acik rota verisi bulunamadi",-,-,-,2026-08-09,LOW,UNKNOWN,-,-,navlun-lojistik-uzmani,-,-,"Kamuya acik endeks/tarife bulunamadi. Sili -> Turkiye dogrudan servis muhtemelen yok, Akdeniz aktarmali. RFQ zorunlu -> T-304."
EV-2026-08-09-329,ABD -> Turkiye konteyner transit suresi,Genel band 18-38 gun / 4-6 hafta; New York -> Istanbul 38 gun (T5); Los Angeles -> Istanbul UNKNOWN (aktarmali),gun,T5,BR Logistics - Ship a container to Turkey,https://www.brlogistics.net/us/ship-a-container/to-turkey/,2026,-,2026-08-09,LOW,CONFLICT,180d,-,navlun-lojistik-uzmani,-,C-302,Ayni sayfa Los Angeles -> Istanbul icin 15 gun diyor; bu fiziksel olarak makul degil (Panama/Suveys uzerinden en az 30 gun). Kaynak ic tutarsiz -> C-302. California mensei icin transit sure UNKNOWN kabul edilmelidir. Benchmark urunu California mensei oldugu icin bu KRITIK.
EV-2026-08-09-330,Drewry World Container Index kompozit spot navlun degeri,4.297 USD / 40ft konteyner (haftalik %1 artis). Rota bazinda: Shanghai-New York 7.893; Shanghai-Los Angeles 5.894; Shanghai-Genoa 5.506; Shanghai-Rotterdam 4.653,USD/FEU,T4,Drewry - World Container Index (WCI),https://www.drewry.co.uk/supply-chain-advisors/supply-chain-expertise/world-container-index-assessed-by-drewry,2026-08-06,2026-08-06,2026-08-09,HIGH,FACT,14d,-,navlun-lojistik-uzmani,-,-,SPOT. Bu rotalarin HICBIRI bizim rotamiz degil - yalnizca piyasa seviyesi capasi olarak kullanilir. Turkiye'ye giris navlunu icin dogrudan kullanilamaz.
EV-2026-08-09-331,Freightos Baltic Index FBX13 (Cin/Dogu Asya -> Akdeniz) guncel degeri; endeks varis limanlari arasinda Ambarli ve Izmit var,"6.066,80 USD / 40ft konteyner (volatilite %1,92)",USD/FEU,T4,Freightos - FBX13 China to Mediterranean Container Freight Index,https://www.freightos.com/enterprise/terminal/fbx-13-china-to-mediterranean/,2026-08-09 (erisim),-,2026-08-09,MEDIUM,FACT,14d,-,navlun-lojistik-uzmani,-,-,Endeks Akdeniz varis limanlari arasinda Ambarli ve Izmit'i sayiyor -> Turkiye'ye varista piyasa seviyesi icin en yakin kamuya acik endeks. ANCAK menseimiz Cin degil -> dogrudan kullanilamaz. Sayfada tarih gosterilmiyor (sadece 'Current FBX') -> confidence MEDIUM.
EV-2026-08-09-332,Freightos haftalik piyasa raporu - Asya-Akdeniz ve Asya-Kuzey Avrupa spot seviyeleri,Asya-Akdeniz ~6.000 USD/FEU (Temmuz zirvesinin %16 altinda); Asya-Kuzey Avrupa ~5.000 USD/FEU (Temmuz zirvesinin %14 altinda),USD/FEU,T4,"Freightos - Weekly Freight Update, 6 August 2026",https://www.freightos.com/freight-resources/transpac-peak-may-stretch-on-even-as-asia-europe-ocean-cools-august-7-2026-update/,2026-08-06,2026-08-06,2026-08-09,MEDIUM,FACT,14d,-,navlun-lojistik-uzmani,-,-,Piyasa YONU icin: Agustos 2026'da Asya-Avrupa/Akdeniz spot dususte. Bizim rotalarimiz degil.
EV-2026-08-09-333,Ispanya/Avrupa -> Turkiye ve ABD -> Turkiye FCL navlun gosterge araliklari (forwarder pazarlama sayfasi),Ispanya (Valencia/Barcelona/Malaga) -> Turkiye: 1.200-4.600 EUR (20ft-40ft); Avrupa geneli: 1.200-4.600 EUR; New York -> Istanbul: 2.550-4.600 USD; Houston -> Istanbul 3.700 USD; Miami -> Istanbul 3.900 USD; Turkiye'ye genel band 1.235-7.550 USD,EUR / USD per konteyner,T5,BR Logistics - Ship a container to Turkey [UPDATED 2026],https://www.brlogistics.net/us/ship-a-container/to-turkey/,2026,-,2026-08-09,LOW,ESTIMATE,14d,-,navlun-lojistik-uzmani,-,C-302,T5 pazarlama sayfasi. Neyin dahil oldugu (all-in mi base mi) YAZMIYOR -> bu tek basina modele giremez. Ayni sayfanin transit sureleri (Valencia-Istanbul 32-35 gun) T4 kaynaklarla CELISIYOR -> C-302. Gercek navlun icin RFQ zorunlu -> T-304.
